,cat,label,review
18480,水果,1,苹果很小一个，不过我只吃这幺小的也还可以，喜欢吃大苹果的人还是不要买了，有一个全烂了，还有两个坏的
4933,平板,1,包装盒挺精致，是原装的。还没用呢。
20770,水果,1,潘苹果还是不错的，，个头均匀，颜色漂亮，，好吃
51231,计算机,0,如果选择周六日订货就只能在周四左右订，否则超过三天就要求用户取消订单重新订认为不人性化，应当是在10天内在用户的要求下都可以才好
7990,平板,1,屏幕大小合适，手感也非常好，外观也是很漂亮，双4G网速也非常赞
36525,热水器,1,"还不错,性价比高了,客服,快递,还有售后,收了无数个信息啊,呵呵,昨天收到,今天上午就按上了,中午就马上洗了一个热水澡,舒服啊,挺好的,满意!按装收材料费150"
41360,衣服,1,裤子真心不错，下次还来。。推荐推荐！！
24869,水果,0,苹果全都压坏了，三件就4个是完好无损的，其他的都压坏了。
1648,书籍,1,儿子两个月时突然拉肚子，还呕吐，我们第一时间就是把宝宝往医院送，做父母的总是奢望白衣天使能又快又准确地治好孩子的病，然而两个星期过去了，也没有明显好转。一好友给我推荐了这本书，开始也怀疑这样推拿真的能治病。抱着试试看的心态给孩子做了1小时的推拿（按照书里的指导），没想到第二天明显好了，我又继续推拿了两天，痊愈了。现在我每天都会给儿子推拿1小时，感谢我的“家庭医生”——儿童经络手册
31145,洗发水,1,货已经收到了，完好无损是正品，快递小哥亲自送上门的，
22062,水果,0,第二次购买，和第一次差太多了，一点也不脆，
27959,洗发水,1,速度挺快，还没用，不知道是不是正品
28278,洗发水,1,还没开始用 不知道效果。 还没开始用 不知道效果。 还没开始用 不知道效果。 还没开始用 不知道效果。
56707,酒店,1,我是四月中旬入住的，是朋友介绍的，朋友说干净、没有骚扰且饭菜不错才预定的。我的评价是：服务态度很好，有好多老外都喜欢住在这里；饭菜不错，尤其是早餐还是很丰富的；干净整洁较新，卫浴设施还是不错的；缺点：房间较小，不过一个人住足够了！隔音十分不好，隔壁说话都听得见！值得一提的优点：有免费报纸、每晚有免费热牛奶，倍感温馨！还有就是我那几天身体不适，五层的服务员对我无微不至的关心我很感动，在这里谢谢你们！~总结：值得一去的性价比不错的酒店，推荐！
18906,水果,1,买了很多东西！希望京东严格把控进货渠道，不卖假货，保证消费者权益！！！！
50001,计算机,1,性能搭配还很好，速度还可以，使用很方便 第二、无法更换XP系统，更换后老是启动不了，而且官方提供的驱动也不全，有很多硬件无法识别，没有办法还得更换喂死他。内存一开机就占用50%，cpu老是能够使用到60%左右。
14758,手机,1,外型美观。
18451,水果,1,京东购物比较实惠，物流速度也快。
38872,衣服,1,第二次买啦，上次买的非常舒服好穿，所以决定回购。这次的质量也没有让人失望，会推荐朋友来的。
28335,洗发水,1,【京东超市】清扬(CLEAR)男士洗发露 清爽控油型(去屑+控油)500ml(洗发水)    35.90。不错、好用、去屑效果好。
5576,平板,1,爱我中华，支持华为，质量很好。
5550,平板,1,能够满足日常需求，用来看PDF格式的文件不错，跟看书的感觉差不多。
62543,酒店,0,网上评价不错，但是实际情况并不尽如人意，与2-3星的水平差不多~~总的来说，性价比不高！
35900,洗发水,0,京东客户端的服务非常差劲
54583,酒店,1,"酒店的硬件很好,服务人员也不错(如礼宾部)但还是有些不足.1.前台效率低.在办理入住时,共三位前台人员,两位在接电话,还有一位根本不会办理Check in,还要等其他工作人员接好电话来帮他.有很多客人在前台等.2.入住当天晚上,在电梯里竟然有呕吐物,3.""阳光吧""没有客人要的饮料4.卫生间不够清洁如果没有以上不足,可以和上海,北京的五星媲美."
52100,计算机,0,内存有点小，虽然自己买了一个已经装上，但是还不如京东直接促销一下送根内存更好，更人性化，还有买电脑居然没有包包送，也不很人性化，采购一批一般的电脑包也就20--30元一个，这点京东有点小气！
12756,平板,0,这是买的最不值的电子产品了 打电话声音完全听不清，还动不动就卡机死机现象，总之这机器没有发现什么优点，电池也不见得耐用，更 坑人的是我才刚买发现完全不想要了，给京东收回才*多元，郁闷都没有怎么用过2480的东西刚买就这个价收回 佩服他们真会赚钱呀
3558,书籍,0,读过了，觉得很一般。但还没有一般到需要那么多人批评于丹的水平。哲学是“仁者见仁，智者见智”的学问，每个人都有自己的看法，所以有批评是正常的。于丹成名太快，国人有一种“气人有，笑人无”的劣习，所以有批评是正常的。古来知识分子讲究“安贫乐道，宠辱不惊，淡泊名志，宁静致远”，利用圣贤的学说布道可以，搞售书，谋利益可能就不太符合作学问人的价值观了，所以有批评也是正常的。不过，我能理解。
47154,衣服,0,牛仔裤我买了那么多第一次买到前门钮扣被剪开的，明显是人家退回来的，可见商家的信誉，无语
57541,酒店,1,"房间别致,有特色。环境一流。因为是木屋隔音很差。补充点评 2008年2月29日 ： 最好选2楼(木屋隔音太差).我住在2楼,稍微动动.一楼就打电话说我们声音太吵了."
48172,衣服,0,差评和图片看起来差远了大裤脚掉色*本想一分钱一分货不直！
39750,衣服,1,裤子样式 很不错啊 料子很舒服
27437,洗发水,1,可以的，很实惠，相信我！！！
36934,蒙牛,1,蒙牛牛奶一箱已收到，灰常感谢院长 知道俺是食肉动物啊但有一点不明白明信片上的日日须心是几个意思啊
2640,书籍,0,"我觉得不闷的人千万别去看这本书,看了后超级郁闷,是一本很闷的书,我只能这么说了~~"
50454,计算机,1,这个屏真爽啊，还没发现有什么点。反光也不强。30万像素的摄像头还挺清楚的。电池能用3个小时。
28222,洗发水,1,别人推荐的说是很好用，打算试试
44730,衣服,0,裤子洗一次就起了好多毛
35274,洗发水,0,哪看都很好，但确实不好使，是不是假货我不知道，就知道不好使，原来也用过清扬泡沫多，洗完头发滑滑的，这回买的洗完头发依然油腻腻的，还多了一毛病，头皮屑满天飞
42820,衣服,1,棒棒哒，裤子质量真的很不错，然后这个价格真的挺划算的，然后嗯这个质量确实很好，好评好评。
60420,酒店,0,感觉不好 服务员对顾客的需求没有服务意识
56747,酒店,1,地段还不错，从酒店走到市中心大约十五分钟，酒店还比较干净，就是我们被安排在一楼，有点潮湿，而且有蚊子，窗外就是一个住户家的院子，从早上六点起就一直在放收音机，严重影响睡眠~
60058,酒店,0,住的是二层的大床房，没有暖气只有空调房间超小不说，墙壁脱落，卫生间问题多多（灯的噪音很大），是我住的所有经济酒店最差的，大概是临近长安街延长线的缘故，交通较方便时唯一的卖点！！大床房内用具一律是一个人的，如果是两个人入住须要再通知前台申请。网线要特别通知前台送来，可是服务台说，我们宾馆是八点上班，所有的用具八点以后您再打电话吧，天呐岂有此理！！！在说一句我住的二层，大概由于一层是餐厅的缘故，你在房间里可以闻到窜入的油烟味。各位一定三思呀，再下的经验供各位参考。
52696,计算机,0,键盘不灵，最重要的是装了声卡驱动之后，电脑还是找不到声卡！屏幕发白
37096,蒙牛,1,现在很流行香蕉牛奶是吗 偶然发现蒙牛也出了 不知道啥味道 11大洋
50167,计算机,1,性价比比较高，配置也比较平衡，看电影玩普通的游戏都比较流畅。很实惠。在这样的价位上：双核处理器，3470独显，250G硬盘。已经非常可以了。自己加了两条金士顿2G-800，无兼容问题。
6467,平板,1,屏幕比较细腻，大小也很合适，对我这种追剧，看电子书的来说配置已经很不错了，重点是待机时间长，又支持联通4g，我的蚂蚁宝卡速速的就排上了用场，即使在外也能无忧的看个网页啊啥的，真的可以说是好玩不贵，大赞
42157,衣服,1,很好的宝贝，衣服不错，质量也很好，样式特别好
61671,酒店,0,如果不是因为他是4星不会入住，但入住后才知道上当了，房间很旧，只有高级房才能提供上网，早餐品种很少，服务员服务质量很差。
32929,洗发水,0,运输过程有泄露，但是代收的，也就算了。用了后，感觉不太真，也懒得退了。
49044,计算机,1,机器性能不错。性价比比较高。还送1G内存， 这样就成了2G内存了。跑Vista也行，不过vista占用系统资源比较打，只是做的比较炫而已，建议安装win xp或者 win 7 beta版。
3888,平板,1,性价比很高。日常看看视频，上上网够用，反应速度可以。屏幕清淅度也不错。能扩展存储。有点重，可接受范围内。暂时最大不满意是主题可选太少，而且没发现能像手机那样下载更新主题。送货速度快，上午下单，下午到，赠品的膜与套都很好。总体很满意。
3119,书籍,0,没办法看下去！太现实了！没办法理解。呵呵
2681,书籍,0,我的书缺少了十页，严重影响阅读！当当这么大的书店，怎么会出现这样的问题呢。我都怀疑我的书是盗版的。
60414,酒店,0,蛮脏的，最主要是机场接送司机真的很凶
52163,计算机,0,1、价格昂贵，几乎可买同款水货两台，但商务本要的是保障和服务，认了 2、透过软件检测到屏幕的生产日期竟是是 2007.01（同时买的 HT1 则是今年 4 月），且在白背景下屏幕下方偏黄可见，无语
50606,计算机,1,性价比高，hp收购的康柏走的是低端娱乐本路线，独显512，不错！ 触摸屏一体成形，比较喜欢！
990,书籍,1,是长大以后才读的这本书。喜欢作者笔下看似无厘头却充满智慧的皮皮。读到皮皮的朋友杜米和阿尼卡在皮皮离开去航海的那一段撕心裂肺的伤心，竟然忍不住掉了眼泪。然后看到皮皮不能忍受有人为她那么伤心，而毅然决定留在朋友身边的时候，我想我也像杜米和阿尼卡一样雀跃。最让人欣慰的当然是皮皮总有花不完的金币和用不完的力气。林格伦就是有这种本事，让你笑着流泪，还不得不承认自己仍然像一个小孩。
32026,洗发水,0,没有想象中的好，瓶口都拧开了。要不是急着用就退了。。
22193,水果,0,快递不给送到家，还没给打电话，自己打电话查的，只给送到了镇上，网上买就是因为不方便去城里买，最后还得跑，差评吧！
54564,酒店,1,房间虽然小但还是可以接受的，里面设施齐全，唯一给我的感觉是房间里都是镜子，老婆洗澡可以从各个角度看到，爽啊。唯一不好的就是交通不方便，我们每天在酒店门口乘小巴到九龙城才能换到地铁（价钱是4.7元），小巴11点多就没有了。行李可以免费寄存，不过要锁好。
58973,酒店,0,公司组织员工去学习的，一般般吧！
26524,洗发水,1,还没使用，应该不会错，毕竟京东自营的商品，好评！
3072,书籍,0,"没有想像中那么好看,很平淡,让人没有耐心看完"
36399,热水器,1,恩，还不错，已经使用过了，烧热水还行吧，性价比还不错。
53595,酒店,1,多年入住此酒店，主要是服务和地理位置好。但房间和设施太陈旧了，应该要重装修才行，否则性价比不高
51548,计算机,0,性能一般 电源线太粗，和机身相比有点不配。 价格有点贵、不过三星的东东一向比别家贵
58221,酒店,0,橘子比起以前来说差了很多，不知道是不是安排的房间的问题。感觉比以前差了好多，服务也不怎么样。 以后可能不会再选。
54992,酒店,1,5.1期间在这住的，位置还可以，在市委市政府附近，要去商业区和步行街得打车，屋里有蚊子，虽然空间挺大，晚上熄灯后把窗帘拉上简直是伸手不见五指，很适合睡觉，但是会被该死的蚊子吵醒！打死了两只，第二天早上还是发现又没打死的，卫生间挺大，但是设备很老旧。
39338,衣服,1,非常好的裤子，那么便宜能买到这样质量的裤子，真是赚到了，物流也很快。????值得推荐。
19605,水果,1,大小不一，没有磕碰的，这个比较满意，明天尝尝看。
11027,平板,0,手机没问题，1星给快递，快递真的差评，17号就被快递代收了，到今天没打电话，还要靠自己去查东西丢哪里了，真是搞笑
48508,衣服,0,布料不好，不值这个价钱
12814,平板,0,六百的平板本来就没报多大希望，画质真的太渣，这都不要紧，我看中的是通话平板这一点，看重的是华为这牌子，没想到用了两周不到就死机开不了机了，完全没摔过没碰过！！！甚至没没过放或过充，充电的时候都不玩。莫名其妙就死机了，对京东太失望了
26144,水果,0,第三次买，前后买了6箱，没想到苹果越来小，越来越少。以后没爱了。第一次隔层袋子里面少一个苹果，大小到80cm还凑合，这次少了2个。而且里面装的都特别小。有点儿生气。
37148,蒙牛,1,期待看到蒙牛！ 都是我们以前耳熟能详的品牌有木有！！
33654,洗发水,0,一点都不好，洗了以后不但一点都不顺，还满头的头皮屑，垃圾
44621,衣服,0,质地跟之前的差太远，尺寸也变了，跟网页介绍误差太大
6683,平板,1,东西好，小孩喜欢，物流快，赞
16001,手机,0,我首先声明我个人不喜欢TCL的产品，但不代表其产品不好，不喜欢它是不喜欢TCL暴发户的心态。一开始好好的产品线非得在手机还没有普及时就开发出什么宝石手机来取悦于富人。就性能来说，TCL手机并无过人之处。只是上面嵌了颗宝石，当然有的并不是真宝石，只是防真的，始终不明白到底是这部手机本身吸引了消费者，还是手机上的宝石令消费者念念不忘。等消费者回过来想想时，还不如去宝石店搞个真的呢，不过只是一时满足了一些暴发户的炫耀心态。同时也只能说明了:一、手机生产厂商的研发能力较低，只能做面子活来吸引顾客；二、手机厂商为了获取更多高额利润所采取的手段。宝石手机的热销还是如今国内消费者不成熟的体现，闪耀的宝石手机固然惹眼，但我认为它不应该成为使我们掏腰包的唯一动机，更重要的是手机本身的品质。只有这样才称得上是一名成熟的、理性的消费者。
7318,平板,1,买来看书用的还算满意。
42674,衣服,1,非常不错非常不错非常不错非常的好
398,书籍,1,在我心里，红楼梦毫无疑问的是四大名著中最经典，最耐人寻味的一本书。。越是认真深刻地去读她，越能感受到她所带来的震撼。。她像是带着面纱的神秘人，一步步引诱我们进入一个奇妙的世界。。或许正是因了她的残缺，才显现出她的美来。。我们无从知道曹先生后四十回为我们演绎的究竟是怎样的一场轰轰烈烈。。所以有那么多的学者前仆后继，只为窥她的面庞。。这是值得收藏的经典！
23624,水果,0,甜，但小，又不好看，一共就两斤一两。这样的苹果在超市就四把九毛九一斤。
18785,水果,1,味道酸甜可口，就是个头稍小一些，不过很好吃。京东送货速度很快，非常满意。
45212,衣服,0,颜色差别太大。。不想再退货！！不够退货的费用钱
11151,平板,0,差评！以后再也不再京东买东西了，服务差，不负责任，平板右下角脏是在玻璃里边擦不干净，反应客服都不带说话的，支持国产也享受爱答不理的服务也是够了！平板屏幕里边有脏东西我也是醉了，以后也不买京东的东西了，服务差的京东，服务差的**国产华为！不匿名行的正不怕你们！
61376,酒店,0,除了离机场近没别的好处，床头都没有插座，设施老
27703,洗发水,1,收到时已没包装，另一支就包装好，不知道是不是退货的商品，连包装都没有真的是太差了
34202,洗发水,0,京东你个不要脸的臭流氓，强行修改我的支付密码，逼迫我必须开通快捷支付才能修改支付密码，借此盗取我的个人信息，姐一时糊涂，竟然充了600的E卡，不得不开通快捷支付，但吃亏上当就一会，不要脸的东西，以后钱全部存到其他电商，绝不给你留一毛！
5185,平板,1,非常实用，儿子特别喜欢，好牌子值得信赖。
34321,洗发水,0,东西有点假 感觉不是正品 味道不对
55223,酒店,1,通过朋友介绍住了苏州南林饭店，一进酒店大堂感觉就很好，酒店的行李员、前台服务员、大堂经理都很热情，有种宾至如归的感觉，房间也很有特色，背景墙上有金色字体的诗词，我住的是朝南的景观房，感觉真的很好，一出门就是娱乐酒吧一条街、美食一条街，出门很方便，下次来苏州我还会选择南林的，我也会介绍我的朋友入住南林饭店！
53258,酒店,1,总体感觉不错，性价比挺高的，旁边有个银座，银座下面还有个超市
62464,酒店,0,"前台的人该好好上上培训课了,永远一张扑克脸,我是顾客又没借你钱,干吗要看你脸色.房间的设施越来越旧,洗手间的毛巾该换了,如果不是因为方便工作以这样的价格绝对不会考虑入住.以前住了很多次,以后会考虑换酒店.还有评论真的有用吗?入住别的酒店留评论以后都会看到酒店管理层的回复,比如大连的银帆酒店.新协通的回复怎么从没看到过,所以才会没改进.酒店管理层自己都不思上进何况下属."
28376,洗发水,1,还没用，不过看起来这个套装好高大上呀，希望用起来很好
18050,水果,1,价格实惠，品质尚可，京东购买，方便快捷，还未吃，口感无法给出评价，吃了再来追评，京东服务很好，第二天就到货了。
6897,平板,1,看电视很流畅
38926,衣服,1,不错。这价能买到这样的质量真心不错
35376,洗发水,0,京东的包装什么时候那么垃圾了，糙！差评差评差评
48095,衣服,0,东西太差了，完全不符合商品描述，料子太硬了，一直沟通退货，都不给我退，东西到的本来就晚，还不让我退，沟通了至少五六次都不行，总之快递慢，东西差，穿着也特别不好看，不建议买这么low的东西，不如直接实体店gap，hm这种，后面要买的人三思而后行
4961,平板,1,其他倒还好！就是玩游戏卡的很！毕竟只有788！不过看电视什么都可以的！反应也行！只不过我买来主要玩游戏！但是它带点小卡！所以我还是退了！但不过其他性能都很好的！
5607,平板,1,现在在用，没什么问题
44786,衣服,0,东西一般，最要命的是发货速度，等了三天没出库，问客服老忽悠说是已经发了，要我等待服务不行，最后没办法才说没货，无语。
20587,水果,1,味道不错 挺脆的 总体感觉还不错
46738,衣服,0,没之前的好了
24821,水果,0,我买了你几次苹果了，可是这次买的没有上两次好了，价钱是便宜了*，可是货很差了，我在不敢相信你的货了，枉费我关注你
50159,计算机,1,性价比不错，其实我一直关注Dell的XPS1330，不过性价比不好，一直犹豫未买。幸亏没买。
57422,酒店,1,环境确实不错，很安静，我很喜欢。特别是木屋，户外阳台留有插线板，坐在阳台上上网很惬意的。这是我第二次在这里居住了。就是无线网络信号太弱，经常短线。没办法最后只要能用GPRS上网。非周末时间居住，感觉整个风景区被我一家人包了似的。
60934,酒店,0,"房间很差,有浓重的烟和潮气的混合味道.我的所有在房间里穿过的衣服都有浓重的味道,尽管我只住了两晚.床也是又硬又小,卧具也很低档,电视更是老旧不堪,像是十年前型号,而且信号极差. 早餐品味很低,像个招待所的风格.餐厅里面黑乎乎的,令人感到很沮丧. 其它地方印象不深.总之,这样的酒店挂牌5星实在是让人难以理解."
30806,洗发水,1,帮朋友买的，朋友很满意，说味道挺好的，用着还不错
50778,计算机,0,"﻿用了6年的THINKPAD,一直认为是笔记本中最好的! 现在这台新的让我......哎!!"
16551,水果,1,好吃啊，酸甜酸甜的，新鲜不错，第二次买了
10505,平板,0,屏幕不是太好？
2093,书籍,1,爸爸不在家的时候，小朋友对我说：“妈妈，今天你当爸爸好不好？”
55753,酒店,1,酒店的服务人员服务周到，细致，给人一种宾至如归的感觉。
20165,水果,1,京东自营生鲜水果，包装真好，一个坏的也没有，苹果虽然样子不好看，但是味甜清脆爽口，大爱。
32133,洗发水,0,假货，洗完满头头皮屑
14495,手机,1,待机时间好，外形个人喜欢
24806,水果,0,送到家比较快，不过水果保存有点问题，3个火龙果，有1个火龙果外面的1/5的叶子已腐烂。
12099,平板,0,刚买的电池不耐用…
61318,酒店,0,前台语气一般 给人感觉不好
23518,水果,0,我不在家，我老爸接收的，说就一个好的，其他都烂了
21412,水果,0,垃圾，苹果烂了几个。 还死贵一个
28661,洗发水,1,用了还不错，头发滋润顺滑。以前没有用过的可以试一下哦
45879,衣服,0,简直是被忽悠了，发来的是什么东西嘛，和网上看的完全不一样，很愤怒！决定不再买这个牌子的东西了
22116,水果,0,不新鲜的，大家不要买，京东不知道是不是要倒闭了
23084,水果,0,卖这样的苹果给客户真的好吗？哎，真失望啊
56198,酒店,1,"在福州算是最好的酒店了,当然价格也是最贵的.房间的各项设施都不错,虽然房间不算很大,但是装修简洁时尚,比较喜欢卫生间的装修.因为退房时比较匆忙,落下了一间衣服,退房时,服务人员及时提醒,觉得他们的服务还是比较周到的.里面的餐饮也不错,但是总体来说在福州是比较贵的.由于公司和酒店有协议价,下次还会选择入住,不过不会通过携程定了,因为价格没有竞?"
55768,酒店,1,每次来盐城都是住的这里，感觉在盐城虽算不上最好的饭店，但还是算不错的饭店了。房间的环境稍显有些破旧，特别是地毯有点脏。但是整体环境及性价比，感觉还是不错的。补充点评 2008年3月22日 ： 服务态度也还不错，后来我一朋友凌晨三点过来的，小姐主动提出，如果他12点前退房，只收他半天房钱。
4482,平板,1,手机质量很好，相信华为手机，应该可以用很久吧
53709,酒店,1,定济南酒店之前看大家的点评，山东大厦好评最多，以我这次亲身体会，可谓名副其实。山东大厦的好处，首先胜在环境。记得小时候语文课本里老舍关于济南的文章吗？随着城市的发展，那些“环抱济南的小山”现在已经被城市包围，但保留了绿树葱葱，山东大厦就在它们的拱卫中。而在近处，大厦北面一路之隔，就是济南植物园，更是满目绿色。我住在1716房间，窗外景色开阔，完全没有他楼上目光的逼迫，黄昏时俯瞰植物园慢慢昏暗下去，不远处夕阳落下山坳，感觉有些微醺。山东大厦另一好处，是正宗的波特曼式中庭空间。波特曼是上世纪美国以旅馆设计著称的建筑师，尤其擅长共享空间的设计，上海的上海商城就是他的作品，但上海商城的中庭还不如山东大厦来的原滋原味，值得在其中体会一番。应该说山东大厦的政府背景有一定关系，现在的纯粹商业资本也许已舍不得用这样的大手笔作中庭，另外防火审查也很难批下来。房间不奢华，但舒适。电视是43寸液晶，另有台式电脑提供免费上网。最喜欢的是内阳台上的休息区，发发呆很不错。当然小问题还是有的，浴缸排水口在水流冲击时会散发霉味。
56201,酒店,1,第一次入住该酒店，一进店就感觉很舒服，他们的服务很周到．我是自己开车去旅游的，晚上２１：００点多才到，进店到前台一报名字，前台的服务人员就很热情，问我开了这么就的车，一定很累了，饭吃了没有？他们的销售人员下预定单的时候就交代了她们，我晚上会到．并且交代我是自己开车来得，到了一定很累，让她们尽快的安排入住．她们的这种服务让我感到很温馨，有回家的感觉．　　客房很干净，早餐也很不错，特别值得一赞的是酒店的客房有免费提供拨打国内长途电话、水果、免费品武夷山岩茶等超值服务，总之相比我住过的其它同级酒店性价比高，非常值得给大家推荐。　　这次玩的很开心，下次再来的话我还会住海晟．
14752,手机,1,待机时间比较长！铃声虽为单声，但和我以前那个单声小灵通相比，还是比较满意。电话薄比较大，可以存储200条。
59516,酒店,0,失望的一次入住经历。陈旧的设施和硬床让我难受，要不是接待方指定，真是不会入住这里。性价比很差，同价位在五百米处另一个豪华酒店更享受。不会再光临。
30314,洗发水,1,看着很高档 用来送人自用都不错 用券买的很划算 就是毛巾线头微多 是纯棉的 浴花手感也不错 10块2盒很便宜了
53956,酒店,1,环境不错，对着马路的房间窗外风景好，其他方向的房间看出去是居民房。房间干净，设施也都完好。
26847,洗发水,1,快递有点慢，还没开始用，不知道效果好不好58858886696
58032,酒店,0,"入住前询问态度还不错,但是朋友说房间莲蓬头水很小,还漏水,吵的睡不着,隔天要求退房,也许是不同服务人员,态度很差"
60147,酒店,0,虽然预定比较方便，但是宾馆的对顾客的关怀不足，房间冷得让人睡不着觉服务人员还说暖和的！！！
39884,衣服,1,速度很快哟，服务态度倍儿好，超级喜欢，挺瘦身的 ，阔以显出我滴大长腿 ，嘿嘿！超级喜欢哟
32622,洗发水,0,说多都是泪啊！洗完头皮屑多，已经扔掉    浪费钱
31842,洗发水,0,假的！不信可以买一瓶试试！
21111,水果,1,包装好，送货快，吃了两个比以前买的陕西甘肃的苹果好吃。
57187,酒店,1,1：地毯很脏，用具如水壶和马桶老化啦2：服务非常好3：地热矿泉水挺好的
36967,蒙牛,1,蒙牛那个纯冰是我所有所有里头最爱吃的！！！
59345,酒店,0,服务态度差，设施陈旧，离机场候机楼车程绝不是5-10分钟
585,书籍,1,一、教育问题首先是观念问题，老人当然普遍存在观念落后的问题，而相当多的年轻父母也因旧式教育方式的薰染，观念仍旧不够先进。二、在掌握比较先进的观念后，重要的是看父母怎样掌握尺度，这是因人而异的，因孩子而异，因大人而异，强求不来的。三、最后，也是最重要的一点，那就是坚持把先进的观念始终运用在教育过程中，这是具有共性的。
42426,衣服,1,衣服不错，颜色好看，质量不错，大小合适，感觉挺好！
17207,水果,1,苹果不大不过很饱满，脆脆的，很多汁，我个人比较喜欢，不大不小一个刚刚好，太大了吃的饱，吃剩又浪费，这样刚刚好
47155,衣服,0,一次失败的网购，和图片上的色差这么远，差评
8414,平板,1,"用过vivo xplay也是立体声双扬声器，跟这部华为M3想比呢外放音质真的，vivo的高低分频真的跟到位，华为M3声音比较大，扬声器离得远，立体声比较好。反正就是各有所长吧,M3放到最大声会失真，这一点真的是听遗憾的，M3清楚版不太听得出来失真，但是因为青春版的扬声器低音没那么强劲，而且也没M3大声，毕竟价格摆在那里"
27961,洗发水,1,一直都是用的这个套装，虽然觉得挺不错，但是唯一不好的就是护发素才500，要是也和洗发露一样多就好了，快递小哥很贴心，给个赞！
50042,计算机,1,东芝的本确实做工还可以啊，这个价位，配置也不错，总之性价比还行。
16051,手机,0,来电铃声显得小，有可能漏接来电！按键也不大点！有时输数字键会麻烦些！可以拍照，但没有自拍镜！N738的颜色也不好看，没有时尚感，要不是促销便宜，我才不买呢！
1984,书籍,1,“先天下之忧而忧”----是这群有思想、有大局观的有识之士的共同特征、“以天下兴亡为己任”----是他们的高尚品德。这样的群体越壮大，我们的国家、我们的民族才越有希望。希望此书能唤醒一部分国人，不要再沉迷于“娱乐”、“网游”之中。国家兴亡，匹夫有责，国家的命运承载着我们共同的命运，可千万当“打酱油”的。此书章节划分凌乱，拼凑感强，喜欢华丽辞藻、讲究行文的朋友----闪。
3424,书籍,0,"孩子的评论:卡梅拉有充足的勇气,她的孩子也是.不管是在大雨天,还是在滔滔的海浪中,她都是那么勇敢!"
32085,洗发水,0,发来就破了。。懒得跟客服叨叨了
41373,衣服,1,面料和质地都不错，摸着很舒服。
37270,蒙牛,1,蒙牛冠益乳 好喝又好用~
44556,衣服,0,12天没有收到货，也不给处理，可以的 。不就是*，换你一条差评行不行。让人心寒
42825,衣服,1,货已收到，还不错就是快递慢了点
60615,酒店,0,距离机场还是有段距离的，说是十分钟，但是比较偏，好在有酒店巴士。房间类似旅馆，很小。
6118,平板,1,像手机的放大版，屏幕不错，声音不错，配置完全够用，搞活动时买的，便宜了几十块钱，送的高清屏幕贴，手感不怎么好
36891,蒙牛,1,蒙牛换包装？好清新感觉吖！美丽的一天
54064,酒店,1,酒店各方面都很好，尤其是前台服务员英语都不错。CHECK　IN　、CHECK　OUT的速度很快。
10247,平板,0,烂透了，还有耳机，套子之类，说要送的东西都没有。
40417,衣服,1,裤子质量真的超级不错 而且洗了也不会变色 真的买对了一回 料子也是很舒服的 穿上感觉很好 一分价钱一分货 买这家店的衣服绝对值 绝对让你放心 下次还会继续在这家店购买
49671,计算机,1,优点：便宜，配置不差，外型8错，完全可以满足日常使用总结：便宜，配置不差，外型8错，完全可以满足日常使用
36036,洗发水,0,宝贝还不错，包装蛮好的，就是快递员太差劲了，不是说京东送货上门的吗？快递员竟然把我的东西放在快递公司，叫我自己去拿！太差劲了！
54233,酒店,1,"离湖州市区比较远,打车不是很方便.不过门口有公交车,班次还比较多.最好自己有车.湖景房,并不是临湖只能远眺太湖.酒店在山上,比较清静.房间送餐不收服务费,菜也比较便宜,只是做的菜比较咸,房间还不送水,只能喝热水壶烧的水."
12470,平板,0,希望京东给个说法。说是3G系统？16G内存存储？总共才10GB存储，有图有真相。希望京东补充我损失。（内存卡）而且显示屏非常迷糊 暗
50908,计算机,0,12寸感觉是小了点，眼睛不好的酌情考虑哟。VISTA仍旧感觉是鸡肋，食之无味弃之可惜！
21543,水果,0,外表没事，里面是坏的，不会在京东买水果了。
28642,洗发水,1,不错，价格实惠，好用，味道挺好闻，京东送货快，质量有保证。
56281,酒店,1,酒店总体感觉不错，很适合外宾入住，大堂的氛围整个就像是一个外国人的社区。房间很舒服，携程搞活动，还加送了红酒和水果，很不错，下次还会考虑入住。只是停车场比较麻烦，来宾进停车场之前还要有狼狗绕车检查，感觉不舒服。
41469,衣服,1,纯棉的，穿着舒服，入手好几件
49881,计算机,1,性能不错，装好了系统用用，反应速度挺，无论是看高清，还是上网、日常工作。就是收到的有个暗点，不太爽
26384,洗发水,1,物流很快，越来越喜欢在京东买东西了，就是服务不怎么好，东西才到手就降价了，我就问可以退差价嘛？人家说要申请价格保护，我说麻烦吗？然后人家就不理了，要是麻烦我就不退了，人家直接不回短信了，东西再好再快，服务跟不上，也是白塔，现在买东西app那么多，拼的就是服务，这个要夸一夸京东快递员服务就很好
17564,水果,1,潘苹果我已买了好几次了，因在央视上看到潘石屹在帮他家乡父老乡亲推销苹果，我想名人做广告，品质一定不会太差，买了一次吃后，感觉的确不错，苹果脆、香、甜，所以吃完后又买了。分量足。赞！
48462,衣服,0,衣服有股酸味
