label	x_train
0	没有想象中的好，瓶口都拧开了。要不是急着用就退了。。
1	京东自营值得信赖！正品！6.18满减好划算啊！小瓶的还可以出差，旅游用！
1	货真价实，真品，发货快
1	这套书三册，非常精美，内容也很好，我七岁的女儿拿到书后，坐在地板上用了二个小时读了一遍，喜欢得不得了。然后就将它们放在了床头，时不时地翻看一番，还经常问我想知道什么动物的知识，然后给我讲解，俨然是个行家的样子，可爱极了。她问我有动物百科，一定也有植物百科，我说一定会有，我会再给她买一套植物百科。不过这套书附的光盘我女儿拒绝看，她更喜欢自己阅读文字。
1	地理位置很方便，就在中山广场边上，去景区均有公交，打车去也就十多元钱，我们在11楼，窗户边能看到中山广场美丽夜景。只是房内设施较旧，不能上网
0	垃圾啊，以后再也不 会买了啊 ，好几个坏的，还有好多歪头歪闹的
0	中框是弯的，绝对是返厂货！可不可以别这么坑
1	强于N270的CPU速度，比较出众的持续使用时间，不错的键盘大小和手感。
1	不错，，服务也可以，停车场，，等比较周到补充点评 2008年1月24日 ： 准备第二次入住了，，订好了，，因为第一次感觉还可以
1	五星级酒店空降在富阳这个小地方。硬件没有什么可抱怨的，大堂气派非凡，杭州也很难挑出可以比的。江景一览无余。除了房间的一些小细节做的和大城市的五星级还有些小差距，但是在富阳，你就别想找个更好的地方了。这个酒店要是在杭州，就是800元一晚也找不到，500多的房价算是可以了。问题是，问什么在富阳会有这么好的酒店？
1	1000多块的价格，和小巧的造形、和谐的颜色搭配，让我心动买了它，而且键盘手感不错，别的不多说
1	房间还可以，还有我去的时候大堂摆了一个楼盘的销售模型，感觉有点不适合。
0	什么都不说 就为了快递必须给个差评 我还没给过差评那 第一次被快递气到了
1	外观大方，功能比较多，摄像、录音、mp3/mp4、红外均有效果还可以。
0	酒店空调有问题!蚊子太多!简直无法入睡!!!服务员的态度还不错的!
1	使用了一段时间，感觉很不错，还推荐给其他朋友了，nice
0	性价比太低，而且它的设施、环境、位置实在不值200多。据当地朋友说，这种档次的酒店，100多块钱就能住到。希望携程以后能够提供物有所值的酒店。
0	又小又坏，外面包装的怪好，里面小烂不新鲜
0	菜市场一元一斤的品质，外观超难看，12个就有2个烂苹果，良率16.66%，这哪是降价促销，就是烂苹果大甩卖………从此再也不买了，坑货！
1	看包装和产品就知道一个品牌的实力，刚刚拆开包装就闻到香味了。
1	性价比较高，比较实惠，在金融危机的现在，对于那些手头较紧的人是个不错的选择。 关于驱动还是比较容易找的，盘里有XP驱动的。光盘里的software这个文件里面有的。大家可以试试。
1	还没用，看着和超市买的一样一样的，信赖京东，快递哥也给力！
0	之前在京东买过几次手机了，每次都有新手机的保护膜，这次没有，感觉不像新出库的手机，像是被别人退换的，还有白色手机壳上面有很多乱七八糟的指纹，一看就是人家用过的，很不愉快的购物，想退换货，主要是耽误使用，因为上一个手机屏幕碎了，所以着急用，唉，烦死了，心里有阴影。。。
1	好好好好好好好好好好好好好好好好好好好
0	不好，慢，死机，我都不想说什么了。录音的时候有杂音。
1	挺漂亮的颜色也挺好跟图片一样！满意的一次网购！
1	服务很不错，服务员也很有礼貌。房间宽大，设施非常全，房间拖鞋不错，比其它酒店的好多了。酒店位置也很好，购物，娱乐，都很方便。总体很好。
0	做春秋早班机首先
1	性价比方面比较好，独显是最大的亮点之一，带摄像头+耳机不错！
1	正本书是同事让我代买的，她是位国家二级心理咨询师，同时她又是位很称职的妈妈，她女儿刚满4岁，按她的话说这个年龄是接受家庭教育的好时机，她常会买些儿童看的书给孩子阅读。我同事说这本书的内容围是围绕着作者女儿成长的经历写的，其中，作者的做法对家长们在家庭教育上有一定的借鉴作用，一般可阅读到到孩子上学后，还是比较值得购买的。
1	质量不错，穿着很凉快，物流也很快，好评。
0	尺码不对，退货到现在还没给我回复，希望卖家给个说法
1	价格还算可以，配置也不错，外形很喜欢，待机时间有2个小时！我只喜欢的是它屏幕是LED的，
0	实在不好，太小了，也不新鲜，都是在产品里没人要的东西，实在让人失望
1	很不错的酒店,我入住时订的单人床，425房间，220元，宽带、电话等均为免费。在众多入住的三星级标准里，算是很不错了。另外就是一入房间，酒店的摆设就让人感觉到很温馨，连马桶里都放有花瓣。如果是10分的满分，我给9分。一分是扣除床容易发出响声。宾馆反馈 2008年2月1日 ： 非常感谢您选择友好饭店，首先您对酒店的高度评价是对我们工作的莫大肯定，我们会更加努力把工作做得更好；其次，谢谢您提出的问题，酒店今年就要重新装修，我们会有针对性的给予解决；最后，再次感谢您的点评，期盼您的再次光临。
0	都是五分 但是唯独给个一分，是因为质量，同样是活动海飞丝甩他十条街(质量) 下次绝不再买清扬，希望不要在一直顶着二手懂这个光环
0	很不满意，很薄，没图片上看的实在，平时我买的都是两个加的很合适，在这买的两个加的确大了，*
0	刚拆开就这样子了，无语！
0	买了三箱 一箱没有坏的 这第二箱怎么都是内伤的？ 啊啊啊啊啊啊 烦死了 ? 一两个坏的 我就不说了 现在一半都坏了 生气呀！！！！！！！！！
0	我们唯一能做的，就是不喝蒙牛伊利这种被曝光过的黑心企业的产品！
1	好棒的机器，买给老妈的，大大的一点都不费眼睛。
1	一直都是穿这牌子的牛仔裤，也买过好多次了，质量不错，款式好看。好评…………
0	不开4g经常没信号，信息发不出去电话打不通。打开4G开关信号满格
1	还没有安装...
1	从爱生忧患，从爱生怖畏；离爱无忧患，何处有怖畏？是故莫爱着，爱别离为苦。若无爱与憎，彼即无羁缚。
0	不知道是我早熟了还是怎么的，觉得内容很一般，而且有些写的太过现实，毕竟每个人的价值观和人生观不同，所以不是所有的观点都认同。看书还是要看视野宽一点的。说实话，看了这本书以后，我都不太在爱买韩国，日本这类作者的书来看，写的很窄，我推荐大家看看羽西的《中国淑女》和《中国绅士》，这才是使人真正心怀宽广的内容。
1	洗头发很柔，很好的保护了头发。
1	不错，买来看电影，屏幕够大的！
1	是给老爸买的，因为屏幕足够大。 需要自己安装系统，XP的驱动是在网站上下载下来的，花了一点时间。 给老爸用，老爸蛮满意的了。家用很好，性能足够。 外观中庸，的确有明显的塑料的感觉。但是老爸用的更注重的是性能和使用。 推荐。
1	东西很好，京东送货很快，物美价廉
0	买了四件背心，四种包装。两种吊牌。背心上到处都是线头。联系客服还好牛，反复就是一句话，不满意就退货。
1	#送台iPad给爸妈# 感谢蒙牛给我营养让我快乐的成长；感谢蒙牛做我梦想的翅膀；感谢蒙牛替我对母亲尽一点孝心；感谢蒙牛让我体味母爱的味道；感谢蒙牛给我以及我最爱的母亲悉心关怀和无限呵护......蒙牛，你在、情在、母爱常在！
1	XP安装比较顺利,可惜有朋友说打CF比较卡，我试了也比较卡,不知道是不是驱动的原因
0	没有包装，没有发票这些可以容忍，我都没想过退，因为太麻烦，可价格离谱*钱京豆，可不能一次使用，今天出去无意看见外面的价格比京东便宜一半，有种上当受骗的感觉，这是头一次这么气氛的评价，太垃圾，别的东西我不知道，但这件东西是我亲眼看见的，枉费消费者的信任，以后不会再来
0	作为一个烟台人，可以说根本不是正宗烟台红富士，一点不好吃，大小也不一，每一箱都会掺杂几个不好的果。
1	已经买了好多次了，还会继续支持！
1	系统流畅电池耐用音质很好屏幕清晰
0	送的房间的早餐，唯一不爽的是居然有可耻的蒙牛
1	很红，这75的和70区别不是很大
0	因为是在4.9号拍下的宝贝，如今不能申请售后。第一次在朋友家使用这个产品，感觉特别好，但是买回来之后，再次使用的感觉就不同了……今天在屈臣氏买了一瓶清扬樱花沁爽型的洗发露，发现和在京东买的有点不一样，店主家的图片宣传和屈臣氏里买的是一样，可邮寄过来的产品，和自家宣传的图片，有些不同，屈臣氏买的瓶子正面最下方净含量：750ml的上面有一行小黑字，内容是“维他命和矿物质的营养补充”，在京东买的内容是“维他命的营养补充”，第一张是在屈臣氏买的，第二张是在京东买的，附图片如下。第一次在京东上买东西，却遇到这样的问题，很是不能接受！！！一时找不到店主的联系方式，请该店的工作人员看到留言给解释一下。
1	裤子不错，掉色不掉色还不知道，就这样了
1	款式颜色都还可以，物流蛮快的，超赞！
0	D面散热不知道怎么搞的 晕 不过还好CPU 硬盘什么的温度还可以 除了主散热，其他的散热片不是铜的 屏幕下方契合不严
0	因为来不及上网查，只好电话定，结果携程拼命向我推荐。结果：标准大床房奇小，只有12平米，我住的530窗外就是一个平台，安全性非常不好；毛巾非常旧，又黑又硬，是我见过最差的；早餐还好，品种还有几个；大堂还行，总台的服务还有4星。
0	由于忘记留照片，实物品质与图片描述的差距有多远我就不说了，省得反被说无图无真相。
1	阳台观景不错，可惜房间内设施很一般。没有地毯只是地砖铺设，床也比较硬。尤其是厕所，散发了一个晚上的味道。。。感觉只有三星的水平，不过酒店前台的寄存服务还可以。
1	一直信赖京东！这款已经用了两年了，一如既往地好用。
0	没吃，看着就不爽，留着提醒，算个教训，买完就搞个秒杀降价，有些还有瑕疵，什么价格保护个屁。
0	跟实体店买的香味不一样，用了以后头发狂掉
0	宜宾还有很多好的酒店，比如说叙府宾馆就不错，不知道为什么携程没有签这个酒店。
1	包装十分好，质量也不错，很赞
1	服务不错，房间很大。之前其他评论提到的送机服务也是真的，因为有些事情离店时间比预约的晚了一些，司机态度仍然很好。最不满意的就是早餐很恶劣，吃的本来就少，像饮料什么的没了也没人要去补。习惯西式早餐的可能会发现没有东西可以吃，面包还是蛋糕的东西很硬，口感很糟糕，味道也差，严重破坏食欲。（中式早餐有一些，但没注意看，不评价）另外餐厅的卫生需要加强，地面的油感觉没有清除干净，踩上去黏黏的。放面包那边12月了还有苍蝇飞。总结一下就是向早餐无所谓的旅客推荐这个酒店，如果重视早餐，最好别住这里，住了两天食欲被败光了。
0	裤子掉色严重，还有一股化学品刺鼻的味道，快递送到了也不通知，差 差
0	距离机场还是有段距离的，说是十分钟，但是比较偏，好在有酒店巴士。房间类似旅馆，很小。
1	酒店位子不好找外,前台服务还需提高.其它还不错.
1	买给公公看电视剧的，很好用，老年人稍微教一下就能运用自如了，尺寸比之前ipad要小，当然，重量也轻了。没有发生评论中说的划痕的问题，收货时检查下来全新完好。
0	首先接客司机态度很差 见面一句话也没有 跑下车帮你开一下中巴车后门 行李也不知道帮搬一下不说看见比较困难也不搭一把手 接着酒店前台气焰嚣张 我就说了句你们怎么要复印身份证的让我去问派出所然后遭遇被喷被鄙视被各种冷嘲热讽 你又不是啥大人物大家都复印凭什么你事儿多 我们这里都这样要不要住吧! 房间一股奇怪的味道 热水莲蓬头出水量小 洗发液差 居然没有任何饮料以及方便面 要吃喝只能去外面超市买 好在100米左右有一家可的....不会入住了!
1	就是喜欢华为，同事们都在用这个牌子，这款M3棒极了，能打电话的平板！非常喜欢
0	配置差，S65的导航系统相对于诺基亚而言人性化还欠一些。反应比较慢，按键面积偏小，不支持MP3
0	物流太慢。。
1	产品收到了，给快递员10068个赞?，产品质量还不错我老公灰常喜欢?
0	裤子太差了，穿一次扣子就坏了
1	买给奶奶用的，很喜欢！！！一级棒
1	挺好的，电池玩王者荣耀可以玩五六个小时，玩其他的应该能玩七八个小时吧，玩游戏有点发热，其他都还好，还有就是价格有点偏贵
1	1、屏幕不错，没有坏点和亮点。 2、这个价格的配置较高，一般用用毫无问题。 3、如果没有记错的话，是二年质保吧，这种价格多了一年质保，划算！ 4、居然是全尺寸的键盘，有些惊喜。不过由于多出了数字键区，键盘布局就拥挤了。
0	我相信自己,不论怎么做自己才是真的认真过自己的生活在二十岁十如果不能精彩的去闯荡怎么能在三十岁 四十岁 再回到二十岁的心??在什么时期 做什么时期该做的事不去比较
1	收到货了，裤子质量很好，快递很给力，第二天就收到货了，客服服务很好，下次继续购买花花公子的衣服和裤子
0	差评，晚上洗澡的时候洗的头发，第二天就发痒，用手抓一下指甲里就有白色的东西，像好几天没洗头发的样子！用了半个多月都这样，肯定是洗发水的问题，不敢用了！
1	酒店环境很好，我订的是标间三个人住，床很大，拼起来可以睡四个人。离市中心也比较近，就是北方好像是空调是全市统一开的，我去住的时候没空调，会比较闷一点。夏天去应该会很好。住得也比较舒服！
0	从此以后再也不在京东买东西了！我还冲钻石会员，我去！给我的就是返厂货，心寒！
1	如果中餐再丰富一些就好了，一个人吃中餐没有找到合适的地方。西餐不错
1	订了套餐，酒店花园风格大气，感觉不错，我想春天应该会更美吧！晚餐用了地方风味套餐很“土”，也很入味；60元抵用券在商场买了些粽子；客房挺安静的，睡得很好；早上7：30就去用早餐了，品种够多（早起的鸟儿有虫吃啊~~嘿嘿~）。恩，总体感觉不错，我挺喜欢的，有机会还会去滴~~
0	物流、服务、速度依旧给力。就是苹果质量，真心不如现实中买的，还贵还不好吃，建议要么干、干好。要么别在网上卖水果了。伤不起————试了2次，都不给力，半年内不会在网上买了，伤心
1	尺寸正好，宝宝拿这学习正好。玩游戏也可以很好。
1	总体感觉不错，装的正版VISTA系统，外观漂亮，屏幕清晰，还送散热底座和杀毒软件，性价比也比较高！
0	卖这样的苹果给客户真的好吗？哎，真失望啊
1	东西不错，物超所值，很愉快的一次购物，下次还会再来。
0	难吃得要命，果子肉小，没有水分，酸，苦涩，购买需谨慎
1	这款笔记本的外观，使用的感觉都还不错，就是vista系统感觉反应有点慢，而且比较麻烦，使用程序时都提示是否继续，不知道能不能改这个设置，还没仔细看。
1	平板电脑上手体验一下，还可以对得起这个价格，物有所值，外观造型独特轻薄，全金属机身设计风格，反应迅速灵敏,暂时没发再什么问题，好用，支持国产！
0	位置不错，为了赶飞机的建议住这里，还有机场的接送班车。房间真的不怎么样，拥挤，简单，旁边吵。服务也没那么贴心，可能是酒店性质问题，没什么所谓的微笑服务，不过还算耐心。卫生还算干净。总体觉得，估计是位置比较特殊，而且基本是为了赶飞机才来住的，所以各类设施等等都有限制。
0	还没用不知道怎么样哦
1	大品牌，面料合身穿上舒服，总体满意。
0	为什么没给我发票，
0	说实话，不好用。以前没用这个味道的，觉得还行，现在用的这个，头皮屑明显多了，特别痒，唉……
0	长度在5-200个字之间 填写您对此商品的使用心得，例如该商品或某功能为您带来的帮助，或使用过程中遇到的问题等。最多可输入200字
1	宝贝质量很好，价格也实惠，很满意的一次网购，谢谢店家
0	不好吃不甜，切开心还有坏掉，真不该网上买，
0	USB端口少 漆面太爱沾手印，得随身带着清洁布。。。O(∩_∩)O哈哈~
0	内存太小，短信设置麻烦，电池配置太低
0	我一月十日，入住。那天很冷，我住进去后就没有热水，放出来的水比体温还略低点，和前台联系，先说白天只有电热炉的热水，天冷用的人多所以不热，晚上由锅炉水能用，晚上我九点回来，放了十几分钟不热，打电话给前台，说再放一会，放了半小时还是冷的，在联系回答再修，这时候已经十点了，我等了半小时，也没人理我，我再放还是冷的，再电话联系还是那句话你多放一点！！放到十一点还是冷的，气啊，打电话还是派人去看了！等到十一点半还是那样，一个字差！小旅店还不如，房间也是脏，一边的床头柜是装在墙上的都掉下来了，电视是带雪花的每个台都是。还什么说三星级标准的，房间小的转不过身。反正不能住！
1	刚收到裤子，跟网上介绍基本一致 ，质量可以，快递快服务好。
0	第二次购买，这次是烂的，而且一点也不甜！差评！
0	鄙视京东包装，2000多的东西就一层泡沫，东西出问题往厂家推，厂家更有才测了下温度说没超过90°没事可以用，晕怎么没让她当医生
0	差穿了2次就丢了！
1	东本不错，速度很快，做活动时买的价格也便宜，主要京东送货快
0	差评 很不好 真垃圾 再也不买了
1	裤子很好看 质量也很好很有弹性 是我想要的那种 穿上去太有型了 太帅了 喜欢的就快下手吧 哈哈哈
0	用过来评价的，反应很慢。屏幕不是很清楚
0	房间设施较老，房间较小，空调噪音大。
0	太垃圾了，一堆线头，客服装死不在线。
1	还没用，但是看着很不错，非常喜欢，一直在京东买
0	1.接电源没有几分钟,电源适配器热的不行. 2.摄像头用不起来. 3.机盖的钢琴漆，手不能摸，一摸一个印. 4.硬盘分区不好办.
0	太酸了，根本不像是我们那的苹果，太失望了
0	首先京东的服务就是没话说！其次这个牌子的苹果越来越差劲！这次送的果子，丑得，奇形怪状，坑坑洼洼，皱巴巴满身淤泥的样子～～分量倒是挺足，有五斤左右
1	蒙牛牛 出发云南南啦！！！好心动的 啊！！！
0	被骗了，不是脆的，是沙的，不好吃，谁买谁后悔
0	不好用，没泡沫，不知道是不是正品
1	轻，薄，待机时间长，散热好，外观设计比较好看，铝合金上面板还是很好看的，键盘手感也可以。而且屏幕不仅很薄，而且还算结实，按背面屏幕没有明显的影响。加到3G内存，运行Vista速度还是一般，不过也有可能是我平时用的机器都太好了。准备装成XP估计就会好很多。 没有具体测试，但是待机时间6，7个小时还是可能的。
1	470m内存足够装你想听的音乐，26万彩屏200万像素拍照效果很好
1	口感甜脆，水份充足，买过几次了，满意
1	用了还不错，头发滋润顺滑。以前没有用过的可以试一下哦
1	产品是新包装，日期到2020年，618价格合适，京东物流值得赞，虽然赶上618，但是物流还不错，三天就到了，感谢京东，完美的购物体验
1	曲教授讲的“黄帝内经”按时间（一天的时辰，人生不同的年龄段）来论述生活习惯对健康的影响，而这本从头到脚说健康则是从空间的角度出发来说明疾患的由来。相对时间论述，这本书更能当作一本工具书来使用，建议家家备一本，身体任何部位不适都可以先翻翻本书。比找到解决病痛的临时方法更重要的是发现生活习惯上的问题，调整生活习惯获得更长久的健康，防止把坏的习惯“遗传”给后代。
1	30万像素CCD摄像头，成像效果清晰。耳机接口与数据线接口各自独立分开，分别通过不同接口连接，并为其提供了保护盖进行防护。上下滑盖可滑动至任意位置，滑动过程流畅。铃声表现层次感突出，对爆音控制十分好。
1	有HDMI,可以看高清的小本，指纹识别和摄像头识别提供了安全保障，键盘也比较舒服，完帝国3也还流畅
1	裤子收到了质量非常的好很喜欢送朋友的他也很喜欢
0	垃圾，身上都染黑了，一出汗全身变黑了，操，直接丢垃圾桶了
0	两块切糕不敌一支蒙牛。
1	房间还行，满适合商务出差。距离机场仅35~40分钟的车程，就在天津经济开发区内，属于塘沽地区。周边环境已经很成熟，餐饮娱乐都有，个人感觉很方便。补充点评 2007年12月26日 ： 但是低楼层的房间没有窗户，这一点可能会比较令人郁闷。当然如果多出一点钱就可以订到楼层高一点（10楼以上）的房间，那养的话窗外风景感觉就迥然不同了。前两天刚去过，正值圣诞夜，还获赠了一个圣诞老人的蜡烛，很可爱哦！
0	这个评价针对配送发票配送服务，我的发票压了一摞子在信阳罗山配送站，一个月前的还不给我送，打电话问客服，说我签收了，实际上我连毛也没看到啊！找到信阳罗山站一看给我气炸了，一摞子发票在哪！说是小东西忽视了，小东西就不是商品？也不给我个合理的解释。投诉客服也是敷衍了事！京东一大漏洞，客户没见到任何东西，却显示签收了，东西要是真丢了找谁说理去？？
0	都烂了。 退了20元券 有什么用 还费了张免邮卷
0	不明白偌大的一个当当网为什么会卖盗版书。已经对比过图书大厦的正版，拿到的这本杜拉拉1纸质粗糙，字迹颜色明显浅与正版。路边书摊8块钱能买到的盗版书，在当当网多花一倍的价钱买来，还暗自欣喜，认可网上购书的优质与便利。真是失望之极。
1	6.18活动买的好划算，包装的很好，发货速度快，价格美美哒，京东棒棒哒
0	可能是618的原因，货2天才到，也不是很新鲜了。
1	宝贝整体不错，冷链物流够冷够快，京东自营值得信赖。已经买过多次了，下次还会再来。
1	618=囤货，反正比超市划算！
1	老公一直用沙宣，京东买生活用品首选，送货快。
0	很不好，不要买了，不好吃，差评
0	看视频画面不正常，看不到字幕。
1	机器性能很好，物流也很快
0	本来觉得酒店的性价比很高的，结果早上起来，发现床单竟然有血迹，血迹，血迹！！！恶心了一上午。
1	质量很好 与图片一致 穿起来也很舒服 很喜欢。
0	小S太性感了，导致洗发水不去屑 你懂滴！我去 ！用了好多还是不去屑啊！次品！本来想夏天弄个水润的 结果不好使了 郁闷！一天洗一次 一次洗2回，还是不好使，超级大次品啊，是不是甲货啊，以前在商场买过好用啊，连国产品牌都不如！我天天总是在室内都不去屑，这要是在户外工作者用的话，是不是要一次一瓶？？？清扬要是不去屑，那就请说明只是水润，强健头皮是不是就是不去屑啊？都不如工会发的产品好也能来京东卖？
1	送给老妈的，大屏非常合适，超级喜欢。
1	看起来还不错，没有用过这个修护水养的，用的都是垂坠质感的，这个特别的香，感觉还是不错的，京东快递很快，挺满意的
0	差到扱点假货
1	"几次入住该酒店都给我一种“顾客是上帝""的感觉，尤其是每次check in时,接待员万鹏先生给予细致周到的服务,让我们心情非常愉快。这也是我们每次来南京都喜欢住该酒店的原因。我呒向朋友谈了在酒店的情况,他们也表示下次要住该酒店尝试一次."
0	**店铺，从购买到换货不负责任
0	假的吧，，，，，，，，，，
0	散热一如既往的不好，同方的机子就是这样，不过还是建议支持一下国货 另外，建议京东别送CD包了，送个散热器吧，没有几块钱的
1	圆滑的机身设计非常时尚；电池续航能力较强；提供与PC版QQ近乎一致的操作界面。
0	外部环境不错，内部环境有点差
1	包装可以没漏，使用感觉渐渐舒适，618购物速度也快，两三天，用劵物美价廉
0	我只想说客服，你要买东西的时候，随时联系的到，买完了，问他们为什么不送东西的时候，你可能就被啦黑了，在也联系不到了，送的东西内存卡什么的一样没有。我说的没有一句假的。15262870953这是我的电话。平板电脑连一张保护膜都没有。客服我就是想问问，为什么前面能联系到你，一问为什么不送东西，就联系不到你了。
1	酒店环境不错，可房间一般。预订时一直强调要视野好一些的，结果因先前入住的客人过了入住时间还没退房，给了个比较差的房。房间的味道也极难闻。可能是5.1客人较多吧，打电话到前台要求看能不能换一间，结果也一直没有回音。
1	昨天收到了，质量不错，以后会继续买的。
1	帮同事购买的，还不错。一分价钱一分货！这个配置对得起这个价格！
1	是因为陈丹青在谈鲁迅时的推荐，才留意这本书并找来看的，确实很生动、有趣，应该感谢胡颂平先生（尽管他很谦逊），为后人记录了这些精彩的片段，在大师人生的最后几年。过他的记录，才感觉到，原来“胡适”并不只是一个高高在上、后人激赏抑或针砭的名人，而是真真切切的离我们很近很近的一位智者，一位有血有肉的大师。
1	如题，这是我读了这本书最大的收获。我想，生生世世和我纠结在一起的人都已经出现了，或者说，我希望生生世世和我纠结在一起的人已经出现了——我的父母、我的丈夫、我的女儿，还有我的挚友。这本书还是有点拖沓，后部分表述的中心思想其实在前面全都阐明了。想对人生、生与死有更多的感悟，单看这本书还是不行的。
1	裤子面料很不错，穿起来很舒服，洗了一下也不掉色，挺好的，值！
0	不好用 洗了之后头皮屑多 头痒！本来没什么头屑也不会痒的！
1	中等个，小孩自己吃一个刚好，超市经常买的太大，
1	这次定的是B区的标间，浴室比A区的标间多了浴缸，而且稍大，但房间设施虽然干净但毕竟只能够得上3星。好在早餐不错，可以加分，外加室外的环境真的不错，早起散步感觉很好。在安吉据说这里仍是最好的宾馆，看看每天那么多团体住客就能说明问题了。
0	应时浮华之作，商业气浓，医学水准有限。翻翻而已，千万别太认真。尽信书不如无书。
0	刚买的时候*.收到货后的头一天就减价了，买回来了，心都凉了，裤子洗了会掉色，不值这个价格
0	叫你们从小不喝蒙牛，不吃地沟油
0	老酒店，从地图上看离地铁站不远，但没人走的道。有机场到酒店的往返车，到了酒店才知道。
0	昨天刚买的，今天就降价送套送膜
1	酒店各方面设施完善，服务各方面也较好，就是位置比较偏。离市中心较远。
1	我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。如果我用这段话来评价，说明这款产品没问题
1	已评定四星酒店，但房间设施仍略显陈旧，细节上还要保持四星级水准，如一次性拖鞋、牙具的质量，水龙头的质量好象也不太好；服务水平上升很快，听出租司机言，评了四星之后，服务生热情不少，但感觉细节上还要再努力一些，不能只体现在表面，如房间卫生打扫，可以将客人用过的水杯清洗干净，放回原位，会让客人觉得很体贴。总体而言还是很好的，房间视野宽阔，服务生笑脸相迎，价位也不是太高，在仪征市区而言，还是一流的酒店，细节上再努力一下会更好了。
1	平板电脑收到了，京东快递很给力，态度好，包装很稳重，没损伤，试用系统也顺畅，就是看高清电影分辨率不是我的理想要求，随后联系客服要求退换货，并继续买荣耀另一款新品。客服不厌其烦的服务态度另我惊喜，愉快的退货，下单另一款了，等待明天退，收货的惊喜，信赖京东，华为国产皇者！
0	1.体积偏大； 2.拍摄效果一般； 3.不支持JAVA。
1	不错的一款平板，指纹解锁超快！屏幕比例适合看电影，玩游戏也还行。
1	蒙牛换包装？好清新感觉吖！美丽的一天
1	算是海口市比较好的酒店了。处于市中心，购物方便。服务态度好。保险柜出问题了叫人来开，打个电话很快几个人就来搞定了。结果他们走了之后，设定密码还是弄不好，再次叫他们过来指导，也是很快就来了，没有厌烦，很好的笑脸。
1	刚收到，开始使用，下栽文件成功，速度好快，好棒。
0	直接上图 大家看图 就知道什么意思了 赠品我删了 同样
0	装不了网卡驱动！！哪位大侠知道怎么装网卡驱动？？从官网下载，没有网卡驱动！！好晕！
0	刚回都有缺陷，用了一段时间声音都没了，无语
1	试穿上可以，手感也不错，没洗呢就是不知道退色严重不
0	这个手机台差了，反应速度太满，老人用还差不多，不建议购买
1	还行，包装的不错，发货也很快
0	乱七八糟,错漏百出,没想到当当还卖这样的书!
0	从下单到收到快递都快十天了，我也是醉了！断货了四五天商家才寄出，流程就显示一个单号就静止了。号评是给不了了！！
0	不知道是不是买错了，洗了后头发跟稻草差不多干，蓬松。
1	酒店的位置非常好、地处闹市房间却很安静，但设施有点旧，被子上面竟然很多洞，服务态度较好，尤其是礼宾人员，服务很热情、很主动，但美中不足的是我预定到28号的房间，27号酒店就通知携程说我退房了，还有28号退房时，忘在酒店的洗面奶竟然查房的没有提醒我。
0	声音太渣，还太小，稍微有点噪声就听不清。显示效果确实不咋地，显示优化太差？按理说FHD不该那么渣才好，看个网页和视频都不如普通PC显示器的感觉。性能就懒得管，老人用来看网络电视，对性能没啥要求，老人用了几天说显示效果不如手机。。。凑合吧，可是喇叭那幺小声实在是无语。不值得这个价钱，早知道就买999的那台720P的了。华为的质量也就那样吧，尤其华为的手机系统垃圾！！！去年我的荣耀手机系统升级后到最新版后导航得手持才有GPS信号！！！放平了就收不到信号！！！OTG也在升级后失效了！！！
0	垃圾内存卡槽坏的
0	原本以为会有一些话配合插图的，结果是整页的图画，感觉内容太简单了，没有什么内涵，就象婴儿画报一样，内容不够丰富，价格也不便宜，不划算
1	音效很好，显示也不错，没用过苹果的，感觉已经很妙了
0	这种苹果还说是红富士，看起来非常白，几乎都不红的。有点失望。
1	苹果味道不错，就是个头比想象的要小。下次还会买。
0	垃圾，非要六个字？那就是垃圾垃圾垃圾！
1	东西收到了，速度很快，货品很满意
0	系统驱动确实很烦，网站好像还不是很全，这个多多少少影响心情。
0	火龙果非常喜欢味道不好，味道很酸
0	播放高清影片时候出现边缘严重锯齿现象，如果对这方面比较感冒或者想用此本本来看影视的话建议考虑一下
0	千万别买！！！！！什么东啊，真心不靠谱！
0	真心不想用，分辨率太低，字体模糊，不愉快的一次购物
1	很美观，和描述的一样，用了看怎样
1	裤子很好看，买给朋友的，他很喜欢的。下次有机会还会再来。
0	房间小，没窗户空气不好
1	这个平板这是买第三个了，加上X1，还有其他手机，总共买了六个华为手机了，华为就是好，以后换手机，只买华为
0	蒙牛啊，快倒闭吧
1	价格好，机器做工好，能用这个价位买到小黑，太值了，其他品牌更本不考虑
1	用了两台华为的平板了，上一台是华为m2,m3比起m2提升还是挺大的，无论是屏幕，外放音质还有反应速度，4g的运行内存加海思麒麟950就是快，还有多了一个指纹解锁，解锁速度挺快的。
0	质量太差了！吃亏死了！穿不到一天就坏了！还修补成！建议别买~！
1	刚收到货，飞一般的速度，用了还好
1	正品，一直用，效果不错，并且京东比超市便宜多了，实惠，就是说好当天送达，为什么次日才到。。。
1	服务基本不错，环境好，房间也还不错，就是叫出租车略有不便
1	房间蛮干净，地理位置很好，早餐还不错。就是价格贵了
0	包装破的，苹果好几个坏的，有的还很脏，味道特酸，个头不大歪瓜裂枣！
1	用了两个月，好用流畅，双十一买的实惠
0	缺斤少两、物流滞后。韵达态度恶劣！建议商家改进！苹果味道不错！
